ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
07/01/2016 12:00:00 AM,Misc. Terminal,Departure,Domestic,130768
07/01/2016 12:00:00 AM,Misc. Terminal,Departure,International,4754
07/01/2016 12:00:00 AM,Terminal 1,Arrival,Domestic,414427
07/01/2016 12:00:00 AM,Terminal 1,Arrival,International,3897
07/01/2016 12:00:00 AM,Terminal 1,Departure,Domestic,411791
07/01/2016 12:00:00 AM,Terminal 1,Departure,International,3777
07/01/2016 12:00:00 AM,Terminal 2,Arrival,Domestic,68108
07/01/2016 12:00:00 AM,Terminal 2,Arrival,International,244677
07/01/2016 12:00:00 AM,Terminal 2,Departure,Domestic,63101
07/01/2016 12:00:00 AM,Terminal 2,Departure,International,252120
07/01/2016 12:00:00 AM,Terminal 3,Arrival,Domestic,402452
07/01/2016 12:00:00 AM,Terminal 3,Departure,Domestic,390418
07/01/2016 12:00:00 AM,Terminal 3,Departure,International,4365
07/01/2016 12:00:00 AM,Terminal 4,Arrival,Domestic,422257
07/01/2016 12:00:00 AM,Terminal 4,Arrival,International,35800
07/01/2016 12:00:00 AM,Terminal 4,Departure,Domestic,384861
07/01/2016 12:00:00 AM,Terminal 4,Departure,International,64590
07/01/2016 12:00:00 AM,Terminal 5,Arrival,Domestic,456188
07/01/2016 12:00:00 AM,Terminal 5,Arrival,International,78781
07/01/2016 12:00:00 AM,Terminal 5,Departure,Domestic,478348
07/01/2016 12:00:00 AM,Terminal 5,Departure,International,71021
07/01/2016 12:00:00 AM,Terminal 6,Arrival,Domestic,374394
08/01/2016 12:00:00 AM,Misc. Terminal,Arrival,Domestic,117676
08/01/2016 12:00:00 AM,Misc. Terminal,Arrival,International,4168
08/01/2016 12:00:00 AM,Misc. Terminal,Departure,Domestic,124651
08/01/2016 12:00:00 AM,Misc. Terminal,Departure,International,3867
08/01/2016 12:00:00 AM,Terminal 1,Arrival,Domestic,408646
08/01/2016 12:00:00 AM,Terminal 1,Departure,Domestic,413249
08/01/2016 12:00:00 AM,Terminal 1,Departure,International,2400
08/01/2016 12:00:00 AM,Terminal 2,Arrival,Domestic,62804
08/01/2016 12:00:00 AM,Terminal 2,Arrival,International,241345
08/01/2016 12:00:00 AM,Terminal 2,Departure,Domestic,53451
08/01/2016 12:00:00 AM,Terminal 2,Departure,International,241210
08/01/2016 12:00:00 AM,Terminal 3,Arrival,Domestic,375042
08/01/2016 12:00:00 AM,Terminal 3,Departure,Domestic,379989
08/01/2016 12:00:00 AM,Terminal 3,Departure,International,3563
08/01/2016 12:00:00 AM,Terminal 4,Arrival,Domestic,421218
08/01/2016 12:00:00 AM,Terminal 4,Arrival,International,33150
08/01/2016 12:00:00 AM,Terminal 4,Departure,Domestic,379123
08/01/2016 12:00:00 AM,Terminal 4,Departure,International,62961
08/01/2016 12:00:00 AM,Terminal 5,Arrival,Domestic,403073
08/01/2016 12:00:00 AM,Terminal 5,Arrival,International,75102
08/01/2016 12:00:00 AM,Terminal 5,Departure,Domestic,430149
08/01/2016 12:00:00 AM,Terminal 5,Departure,International,63257
08/01/2016 12:00:00 AM,Terminal 6,Arrival,Domestic,364016
08/01/2016 12:00:00 AM,Terminal 6,Arrival,International,13006
08/01/2016 12:00:00 AM,Terminal 6,Departure,Domestic,358153
08/01/2016 12:00:00 AM,Terminal 6,Departure,International,47888
08/01/2016 12:00:00 AM,Terminal 7,Arrival,Domestic,298749
08/01/2016 12:00:00 AM,Terminal 7,Arrival,International,72874
08/01/2016 12:00:00 AM,Terminal 7,Departure,Domestic,307899
08/01/2016 12:00:00 AM,Terminal 7,Departure,International,42799
08/01/2016 12:00:00 AM,Terminal 8,Arrival,Domestic,197349
08/01/2016 12:00:00 AM,Terminal 8,Arrival,International,5886
08/01/2016 12:00:00 AM,Terminal 8,Departure,Domestic,192860
08/01/2016 12:00:00 AM,Terminal 8,Departure,International,12401
08/01/2016 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,20481
08/01/2016 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,696887
08/01/2016 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,50600
08/01/2016 12:00:00 AM,Tom Bradley International Terminal,Departure,International,613068
09/01/2016 12:00:00 AM,Misc. Terminal,Arrival,Domestic,110853
09/01/2016 12:00:00 AM,Misc. Terminal,Arrival,International,2132
09/01/2016 12:00:00 AM,Misc. Terminal,Departure,Domestic,112799
09/01/2016 12:00:00 AM,Misc. Terminal,Departure,International,2004
09/01/2016 12:00:00 AM,Terminal 1,Arrival,Domestic,386466
09/01/2016 12:00:00 AM,Terminal 1,Departure,Domestic,382456
09/01/2016 12:00:00 AM,Terminal 1,Departure,International,1023
09/01/2016 12:00:00 AM,Terminal 2,Arrival,Domestic,45425
09/01/2016 12:00:00 AM,Terminal 2,Arrival,International,186528
09/01/2016 12:00:00 AM,Terminal 2,Departure,Domestic,39677
09/01/2016 12:00:00 AM,Terminal 2,Departure,International,203062
09/01/2016 12:00:00 AM,Terminal 3,Arrival,Domestic,332145
09/01/2016 12:00:00 AM,Terminal 3,Departure,Domestic,339215
09/01/2016 12:00:00 AM,Terminal 3,Departure,International,2328
09/01/2016 12:00:00 AM,Terminal 4,Arrival,Domestic,349410
09/01/2016 12:00:00 AM,Terminal 4,Arrival,International,31103
09/01/2016 12:00:00 AM,Terminal 4,Departure,Domestic,313181
09/01/2016 12:00:00 AM,Terminal 4,Departure,International,57977
09/01/2016 12:00:00 AM,Terminal 5,Arrival,Domestic,362702
09/01/2016 12:00:00 AM,Terminal 5,Arrival,International,62078
09/01/2016 12:00:00 AM,Terminal 5,Departure,Domestic,389219
09/01/2016 12:00:00 AM,Terminal 5,Departure,International,56460
09/01/2016 12:00:00 AM,Terminal 6,Arrival,Domestic,295413
09/01/2016 12:00:00 AM,Terminal 6,Arrival,International,11306
09/01/2016 12:00:00 AM,Terminal 6,Departure,Domestic,286046
09/01/2016 12:00:00 AM,Terminal 6,Departure,International,41757
09/01/2016 12:00:00 AM,Terminal 7,Arrival,Domestic,284361
09/01/2016 12:00:00 AM,Terminal 7,Arrival,International,53369
09/01/2016 12:00:00 AM,Terminal 7,Departure,Domestic,288911
09/01/2016 12:00:00 AM,Terminal 7,Departure,International,37133
09/01/2016 12:00:00 AM,Terminal 8,Arrival,Domestic,152444
09/01/2016 12:00:00 AM,Terminal 8,Arrival,International,3975
09/01/2016 12:00:00 AM,Terminal 8,Departure,Domestic,153673
09/01/2016 12:00:00 AM,Terminal 8,Departure,International,7798
09/01/2016 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,15874
09/01/2016 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,608415
09/01/2016 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,44599
09/01/2016 12:00:00 AM,Tom Bradley International Terminal,Departure,International,549799
10/01/2016 12:00:00 AM,Misc. Terminal,Arrival,Domestic,115954
10/01/2016 12:00:00 AM,Misc. Terminal,Arrival,International,2089
10/01/2016 12:00:00 AM,Misc. Terminal,Departure,Domestic,115969
10/01/2016 12:00:00 AM,Misc. Terminal,Departure,International,1901
10/01/2016 12:00:00 AM,Terminal 1,Arrival,Domestic,409588
10/01/2016 12:00:00 AM,Terminal 1,Departure,Domestic,400216
10/01/2016 12:00:00 AM,Terminal 1,Departure,International,1684
10/01/2016 12:00:00 AM,Terminal 2,Arrival,Domestic,46059
10/01/2016 12:00:00 AM,Terminal 2,Arrival,International,194501
10/01/2016 12:00:00 AM,Terminal 2,Departure,Domestic,40802
10/01/2016 12:00:00 AM,Terminal 2,Departure,International,202139
10/01/2016 12:00:00 AM,Terminal 3,Arrival,Domestic,348692
10/01/2016 12:00:00 AM,Terminal 3,Departure,Domestic,345332
10/01/2016 12:00:00 AM,Terminal 3,Departure,International,2180
10/01/2016 12:00:00 AM,Terminal 4,Arrival,Domestic,362097
10/01/2016 12:00:00 AM,Terminal 4,Arrival,International,25626
10/01/2016 12:00:00 AM,Terminal 4,Departure,Domestic,324314
10/01/2016 12:00:00 AM,Terminal 4,Departure,International,66466
10/01/2016 12:00:00 AM,Terminal 5,Arrival,Domestic,393134
10/01/2016 12:00:00 AM,Terminal 5,Arrival,International,59011
10/01/2016 12:00:00 AM,Terminal 5,Departure,Domestic,404717
10/01/2016 12:00:00 AM,Terminal 5,Departure,International,58861
10/01/2016 12:00:00 AM,Terminal 6,Arrival,Domestic,305873
10/01/2016 12:00:00 AM,Terminal 6,Arrival,International,12231
10/01/2016 12:00:00 AM,Terminal 6,Departure,Domestic,320293
10/01/2016 12:00:00 AM,Terminal 6,Departure,International,53029
10/01/2016 12:00:00 AM,Terminal 7,Arrival,Domestic,314898
10/01/2016 12:00:00 AM,Terminal 7,Arrival,International,58105
10/01/2016 12:00:00 AM,Terminal 7,Departure,Domestic,315087
10/01/2016 12:00:00 AM,Terminal 7,Departure,International,42095
10/01/2016 12:00:00 AM,Terminal 8,Arrival,Domestic,157463
10/01/2016 12:00:00 AM,Terminal 8,Arrival,International,3780
10/01/2016 12:00:00 AM,Terminal 8,Departure,Domestic,155880
10/01/2016 12:00:00 AM,Terminal 8,Departure,International,6219
10/01/2016 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,19488
10/01/2016 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,577653
10/01/2016 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,40749
10/01/2016 12:00:00 AM,Tom Bradley International Terminal,Departure,International,561063
11/01/2016 12:00:00 AM,Misc. Terminal,Arrival,Domestic,109134
11/01/2016 12:00:00 AM,Misc. Terminal,Arrival,International,2449
11/01/2016 12:00:00 AM,Misc. Terminal,Departure,Domestic,109948
11/01/2016 12:00:00 AM,Misc. Terminal,Departure,International,2297
11/01/2016 12:00:00 AM,Terminal 1,Arrival,Domestic,402293
11/01/2016 12:00:00 AM,Terminal 1,Departure,Domestic,400631
11/01/2016 12:00:00 AM,Terminal 1,Departure,International,2524
11/01/2016 12:00:00 AM,Terminal 2,Arrival,Domestic,43698
11/01/2016 12:00:00 AM,Terminal 2,Arrival,International,181053
11/01/2016 12:00:00 AM,Terminal 2,Departure,Domestic,40165
11/01/2016 12:00:00 AM,Terminal 2,Departure,International,196856
11/01/2016 12:00:00 AM,Terminal 3,Arrival,Domestic,334770
11/01/2016 12:00:00 AM,Terminal 3,Departure,Domestic,338310
11/01/2016 12:00:00 AM,Terminal 3,Departure,International,2428
11/01/2016 12:00:00 AM,Terminal 4,Arrival,Domestic,343535
11/01/2016 12:00:00 AM,Terminal 4,Arrival,International,25285
11/01/2016 12:00:00 AM,Terminal 4,Departure,Domestic,318080
11/01/2016 12:00:00 AM,Terminal 4,Departure,International,54454
11/01/2016 12:00:00 AM,Terminal 5,Arrival,Domestic,382598
11/01/2016 12:00:00 AM,Terminal 5,Arrival,International,51557
11/01/2016 12:00:00 AM,Terminal 5,Departure,Domestic,399638
11/01/2016 12:00:00 AM,Terminal 5,Departure,International,46350
11/01/2016 12:00:00 AM,Terminal 6,Arrival,Domestic,292918
11/01/2016 12:00:00 AM,Terminal 6,Arrival,International,9673
11/01/2016 12:00:00 AM,Terminal 6,Departure,Domestic,282298
11/01/2016 12:00:00 AM,Terminal 6,Departure,International,57510
11/01/2016 12:00:00 AM,Terminal 7,Arrival,Domestic,301844
11/01/2016 12:00:00 AM,Terminal 7,Arrival,International,67329
11/01/2016 12:00:00 AM,Terminal 7,Departure,Domestic,303793
11/01/2016 12:00:00 AM,Terminal 7,Departure,International,41748
11/01/2016 12:00:00 AM,Terminal 8,Arrival,Domestic,144849
11/01/2016 12:00:00 AM,Terminal 8,Arrival,International,4026
11/01/2016 12:00:00 AM,Terminal 8,Departure,Domestic,139378
11/01/2016 12:00:00 AM,Terminal 8,Departure,International,11416
11/01/2016 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,15972
11/01/2016 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,514254
11/01/2016 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,31733
11/01/2016 12:00:00 AM,Tom Bradley International Terminal,Departure,International,489324
12/01/2016 12:00:00 AM,Misc. Terminal,Arrival,Domestic,114258
12/01/2016 12:00:00 AM,Misc. Terminal,Arrival,International,3685
12/01/2016 12:00:00 AM,Misc. Terminal,Departure,Domestic,109614
12/01/2016 12:00:00 AM,Misc. Terminal,Departure,International,3789
12/01/2016 12:00:00 AM,Terminal 1,Arrival,Domestic,401339
12/01/2016 12:00:00 AM,Terminal 1,Departure,Domestic,389480
12/01/2016 12:00:00 AM,Terminal 1,Departure,International,15847
12/01/2016 12:00:00 AM,Terminal 2,Arrival,Domestic,49461
12/01/2016 12:00:00 AM,Terminal 2,Arrival,International,199919
12/01/2016 12:00:00 AM,Terminal 2,Departure,Domestic,49889
12/01/2016 12:00:00 AM,Terminal 2,Departure,International,227231
12/01/2016 12:00:00 AM,Terminal 3,Arrival,Domestic,333465
12/01/2016 12:00:00 AM,Terminal 3,Departure,Domestic,328574
12/01/2016 12:00:00 AM,Terminal 3,Departure,International,3024
12/01/2016 12:00:00 AM,Terminal 4,Arrival,Domestic,355396
12/01/2016 12:00:00 AM,Terminal 4,Arrival,International,37655
12/01/2016 12:00:00 AM,Terminal 4,Departure,Domestic,326577
12/01/2016 12:00:00 AM,Terminal 4,Departure,International,68545
12/01/2016 12:00:00 AM,Terminal 5,Arrival,Domestic,410292
12/01/2016 12:00:00 AM,Terminal 5,Arrival,International,66895
12/01/2016 12:00:00 AM,Terminal 5,Departure,Domestic,419138
12/01/2016 12:00:00 AM,Terminal 5,Departure,International,61340
12/01/2016 12:00:00 AM,Terminal 6,Arrival,Domestic,313204
12/01/2016 12:00:00 AM,Terminal 6,Arrival,International,11005
12/01/2016 12:00:00 AM,Terminal 6,Departure,Domestic,291991
12/01/2016 12:00:00 AM,Terminal 6,Departure,International,69330
12/01/2016 12:00:00 AM,Terminal 7,Arrival,Domestic,317373
12/01/2016 12:00:00 AM,Terminal 7,Arrival,International,73309
12/01/2016 12:00:00 AM,Terminal 7,Departure,Domestic,315054
12/01/2016 12:00:00 AM,Terminal 7,Departure,International,51576
12/01/2016 12:00:00 AM,Terminal 8,Arrival,Domestic,146004
12/01/2016 12:00:00 AM,Terminal 8,Arrival,International,5433
12/01/2016 12:00:00 AM,Terminal 8,Departure,Domestic,147175
12/01/2016 12:00:00 AM,Terminal 8,Departure,International,12413
12/01/2016 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,15093
12/01/2016 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,553425
12/01/2016 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,32307
12/01/2016 12:00:00 AM,Tom Bradley International Terminal,Departure,International,542156
01/01/2017 12:00:00 AM,Misc. Terminal,Arrival,Domestic,109727
01/01/2017 12:00:00 AM,Misc. Terminal,Arrival,International,4637
01/01/2017 12:00:00 AM,Misc. Terminal,Departure,Domestic,112086
01/01/2017 12:00:00 AM,Misc. Terminal,Departure,International,4245
01/01/2017 12:00:00 AM,Terminal 1,Arrival,Domestic,357760
01/01/2017 12:00:00 AM,Terminal 1,Departure,Domestic,363332
01/01/2017 12:00:00 AM,Terminal 1,Departure,International,11198
01/01/2017 12:00:00 AM,Terminal 2,Arrival,Domestic,44686
01/01/2017 12:00:00 AM,Terminal 2,Arrival,International,216757
01/01/2017 12:00:00 AM,Terminal 2,Departure,Domestic,38118
01/01/2017 12:00:00 AM,Terminal 2,Departure,International,195085
01/01/2017 12:00:00 AM,Terminal 3,Arrival,Domestic,324638
01/01/2017 12:00:00 AM,Terminal 3,Departure,Domestic,324940
01/01/2017 12:00:00 AM,Terminal 3,Departure,International,1483
01/01/2017 12:00:00 AM,Terminal 4,Arrival,Domestic,316510
01/01/2017 12:00:00 AM,Terminal 4,Arrival,International,46133
01/01/2017 12:00:00 AM,Terminal 4,Departure,Domestic,295239
01/01/2017 12:00:00 AM,Terminal 4,Departure,International,60776
01/01/2017 12:00:00 AM,Terminal 5,Arrival,Domestic,381253
01/01/2017 12:00:00 AM,Terminal 5,Arrival,International,66655
01/01/2017 12:00:00 AM,Terminal 5,Departure,Domestic,382753
01/01/2017 12:00:00 AM,Terminal 5,Departure,International,57553
01/01/2017 12:00:00 AM,Terminal 6,Arrival,Domestic,266800
01/01/2017 12:00:00 AM,Terminal 6,Arrival,International,11738
01/01/2017 12:00:00 AM,Terminal 6,Departure,Domestic,280678
01/01/2017 12:00:00 AM,Terminal 6,Departure,International,58596
01/01/2017 12:00:00 AM,Terminal 7,Arrival,Domestic,266653
01/01/2017 12:00:00 AM,Terminal 7,Arrival,International,69449
01/01/2017 12:00:00 AM,Terminal 7,Departure,Domestic,263502
01/01/2017 12:00:00 AM,Terminal 7,Departure,International,38619
01/01/2017 12:00:00 AM,Terminal 8,Arrival,Domestic,137309
01/01/2017 12:00:00 AM,Terminal 8,Arrival,International,5442
01/01/2017 12:00:00 AM,Terminal 8,Departure,Domestic,137958
01/01/2017 12:00:00 AM,Terminal 8,Departure,International,7901
01/01/2017 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,16934
01/01/2017 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,622423
01/01/2017 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,28558
01/01/2017 12:00:00 AM,Tom Bradley International Terminal,Departure,International,516463
02/01/2017 12:00:00 AM,Misc. Terminal,Arrival,Domestic,103767
02/01/2017 12:00:00 AM,Misc. Terminal,Arrival,International,4075
02/01/2017 12:00:00 AM,Misc. Terminal,Departure,Domestic,104756
02/01/2017 12:00:00 AM,Misc. Terminal,Departure,International,4135
02/01/2017 12:00:00 AM,Terminal 1,Arrival,Domestic,326618
02/01/2017 12:00:00 AM,Terminal 1,Departure,Domestic,325934
02/01/2017 12:00:00 AM,Terminal 1,Departure,International,11740
02/01/2017 12:00:00 AM,Terminal 2,Arrival,Domestic,33106
02/01/2017 12:00:00 AM,Terminal 2,Arrival,International,174252
02/01/2017 12:00:00 AM,Terminal 2,Departure,Domestic,31390
02/01/2017 12:00:00 AM,Terminal 2,Departure,International,167940
02/01/2017 12:00:00 AM,Terminal 3,Arrival,Domestic,288113
02/01/2017 12:00:00 AM,Terminal 3,Departure,Domestic,294783
02/01/2017 12:00:00 AM,Terminal 3,Departure,International,1338
02/01/2017 12:00:00 AM,Terminal 4,Arrival,Domestic,273083
02/01/2017 12:00:00 AM,Terminal 4,Arrival,International,37840
02/01/2017 12:00:00 AM,Terminal 4,Departure,Domestic,257087
02/01/2017 12:00:00 AM,Terminal 4,Departure,International,57765
02/01/2017 12:00:00 AM,Terminal 5,Arrival,Domestic,338872
02/01/2017 12:00:00 AM,Terminal 5,Arrival,International,48308
02/01/2017 12:00:00 AM,Terminal 5,Departure,Domestic,342485
02/01/2017 12:00:00 AM,Terminal 5,Departure,International,42964
02/01/2017 12:00:00 AM,Terminal 6,Arrival,Domestic,268126
02/01/2017 12:00:00 AM,Terminal 6,Arrival,International,8835
02/01/2017 12:00:00 AM,Terminal 6,Departure,Domestic,273744
02/01/2017 12:00:00 AM,Terminal 6,Departure,International,60975
02/01/2017 12:00:00 AM,Terminal 7,Arrival,Domestic,224868
02/01/2017 12:00:00 AM,Terminal 7,Arrival,International,48924
02/01/2017 12:00:00 AM,Terminal 7,Departure,Domestic,226734
02/01/2017 12:00:00 AM,Terminal 7,Departure,International,31668
02/01/2017 12:00:00 AM,Terminal 8,Arrival,Domestic,127124
02/01/2017 12:00:00 AM,Terminal 8,Arrival,International,3540
02/01/2017 12:00:00 AM,Terminal 8,Departure,Domestic,127531
02/01/2017 12:00:00 AM,Terminal 8,Departure,International,6997
02/01/2017 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,9654
02/01/2017 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,461233
02/01/2017 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,21402
02/01/2017 12:00:00 AM,Tom Bradley International Terminal,Departure,International,432538
03/01/2017 12:00:00 AM,Misc. Terminal,Arrival,Domestic,123255
03/01/2017 12:00:00 AM,Misc. Terminal,Arrival,International,4448
03/01/2017 12:00:00 AM,Misc. Terminal,Departure,Domestic,121791
03/01/2017 12:00:00 AM,Misc. Terminal,Departure,International,4540
03/01/2017 12:00:00 AM,Terminal 1,Arrival,Domestic,405997
03/01/2017 12:00:00 AM,Terminal 1,Departure,Domestic,401875
03/01/2017 12:00:00 AM,Terminal 1,Departure,International,17516
03/01/2017 12:00:00 AM,Terminal 2,Arrival,Domestic,41017
03/01/2017 12:00:00 AM,Terminal 2,Arrival,International,195803
03/01/2017 12:00:00 AM,Terminal 2,Departure,Domestic,37503
03/01/2017 12:00:00 AM,Terminal 2,Departure,International,202082
03/01/2017 12:00:00 AM,Terminal 3,Arrival,Domestic,344590
03/01/2017 12:00:00 AM,Terminal 3,Departure,Domestic,352646
03/01/2017 12:00:00 AM,Terminal 3,Departure,International,2560
03/01/2017 12:00:00 AM,Terminal 4,Arrival,Domestic,327234
03/01/2017 12:00:00 AM,Terminal 4,Arrival,International,51153
03/01/2017 12:00:00 AM,Terminal 4,Departure,Domestic,312388
03/01/2017 12:00:00 AM,Terminal 4,Departure,International,77437
03/01/2017 12:00:00 AM,Terminal 5,Arrival,Domestic,414390
03/01/2017 12:00:00 AM,Terminal 5,Arrival,International,57261
03/01/2017 12:00:00 AM,Terminal 5,Departure,Domestic,432244
03/01/2017 12:00:00 AM,Terminal 5,Departure,International,51118
03/01/2017 12:00:00 AM,Terminal 6,Arrival,Domestic,345277
03/01/2017 12:00:00 AM,Terminal 6,Arrival,International,5507
03/01/2017 12:00:00 AM,Terminal 6,Departure,Domestic,332284
03/01/2017 12:00:00 AM,Terminal 6,Departure,International,70230
03/01/2017 12:00:00 AM,Terminal 7,Arrival,Domestic,273834
03/01/2017 12:00:00 AM,Terminal 7,Arrival,International,65736
03/01/2017 12:00:00 AM,Terminal 7,Departure,Domestic,287364
03/01/2017 12:00:00 AM,Terminal 7,Departure,International,37549
03/01/2017 12:00:00 AM,Terminal 8,Arrival,Domestic,160869
03/01/2017 12:00:00 AM,Terminal 8,Arrival,International,3514
03/01/2017 12:00:00 AM,Terminal 8,Departure,Domestic,152808
03/01/2017 12:00:00 AM,Terminal 8,Departure,International,8591
03/01/2017 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,10481
03/01/2017 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,539764
03/01/2017 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,29751
03/01/2017 12:00:00 AM,Tom Bradley International Terminal,Departure,International,476993
04/01/2017 12:00:00 AM,Misc. Terminal,Arrival,Domestic,111940
04/01/2017 12:00:00 AM,Misc. Terminal,Arrival,International,4754
04/01/2017 12:00:00 AM,Misc. Terminal,Departure,Domestic,113022
04/01/2017 12:00:00 AM,Misc. Terminal,Departure,International,4506
04/01/2017 12:00:00 AM,Terminal 1,Arrival,Domestic,405692
04/01/2017 12:00:00 AM,Terminal 1,Departure,Domestic,409315
04/01/2017 12:00:00 AM,Terminal 1,Departure,International,17299
04/01/2017 12:00:00 AM,Terminal 2,Arrival,Domestic,43110
04/01/2017 12:00:00 AM,Terminal 2,Arrival,International,216329
04/01/2017 12:00:00 AM,Terminal 2,Departure,Domestic,37991
04/01/2017 12:00:00 AM,Terminal 2,Departure,International,210154
04/01/2017 12:00:00 AM,Terminal 3,Arrival,Domestic,348387
04/01/2017 12:00:00 AM,Terminal 3,Departure,Domestic,360126
04/01/2017 12:00:00 AM,Terminal 3,Departure,International,2757
04/01/2017 12:00:00 AM,Terminal 4,Arrival,Domestic,324476
04/01/2017 12:00:00 AM,Terminal 4,Arrival,International,56882
04/01/2017 12:00:00 AM,Terminal 4,Departure,Domestic,311321
04/01/2017 12:00:00 AM,Terminal 4,Departure,International,70037
04/01/2017 12:00:00 AM,Terminal 5,Arrival,Domestic,423720
04/01/2017 12:00:00 AM,Terminal 5,Arrival,International,63947
04/01/2017 12:00:00 AM,Terminal 5,Departure,Domestic,417525
04/01/2017 12:00:00 AM,Terminal 5,Departure,International,50120
04/01/2017 12:00:00 AM,Terminal 6,Arrival,Domestic,308905
04/01/2017 12:00:00 AM,Terminal 6,Arrival,International,3393
04/01/2017 12:00:00 AM,Terminal 6,Departure,Domestic,336239
04/01/2017 12:00:00 AM,Terminal 6,Departure,International,47668
04/01/2017 12:00:00 AM,Terminal 7,Arrival,Domestic,281947
04/01/2017 12:00:00 AM,Terminal 7,Arrival,International,74948
04/01/2017 12:00:00 AM,Terminal 7,Departure,Domestic,291985
04/01/2017 12:00:00 AM,Terminal 7,Departure,International,39628
04/01/2017 12:00:00 AM,Terminal 8,Arrival,Domestic,156029
04/01/2017 12:00:00 AM,Terminal 8,Arrival,International,4691
04/01/2017 12:00:00 AM,Terminal 8,Departure,Domestic,146476
04/01/2017 12:00:00 AM,Terminal 8,Departure,International,12964
04/01/2017 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,12895
04/01/2017 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,604869
04/01/2017 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,29034
04/01/2017 12:00:00 AM,Tom Bradley International Terminal,Departure,International,519156
05/01/2017 12:00:00 AM,Misc. Terminal,Arrival,Domestic,115727
05/01/2017 12:00:00 AM,Misc. Terminal,Arrival,International,2530
05/01/2017 12:00:00 AM,Misc. Terminal,Departure,Domestic,113742
05/01/2017 12:00:00 AM,Misc. Terminal,Departure,International,2426
05/01/2017 12:00:00 AM,Terminal 1,Arrival,Domestic,416522
05/01/2017 12:00:00 AM,Terminal 1,Departure,Domestic,407605
05/01/2017 12:00:00 AM,Terminal 1,Departure,International,6678
05/01/2017 12:00:00 AM,Terminal 2,Arrival,Domestic,136643
05/01/2017 12:00:00 AM,Terminal 2,Arrival,International,150853
05/01/2017 12:00:00 AM,Terminal 2,Departure,Domestic,158190
05/01/2017 12:00:00 AM,Terminal 2,Departure,International,171463
05/01/2017 12:00:00 AM,Terminal 3,Arrival,Domestic,335799
05/01/2017 12:00:00 AM,Terminal 3,Arrival,International,2126
05/01/2017 12:00:00 AM,Terminal 3,Departure,Domestic,325262
05/01/2017 12:00:00 AM,Terminal 3,Departure,International,15208
05/01/2017 12:00:00 AM,Terminal 4,Arrival,Domestic,340844
05/01/2017 12:00:00 AM,Terminal 4,Arrival,International,59093
05/01/2017 12:00:00 AM,Terminal 4,Departure,Domestic,321042
05/01/2017 12:00:00 AM,Terminal 4,Departure,International,81960
05/01/2017 12:00:00 AM,Terminal 5,Arrival,Domestic,427551
05/01/2017 12:00:00 AM,Terminal 5,Arrival,International,27347
05/01/2017 12:00:00 AM,Terminal 5,Departure,Domestic,416787
05/01/2017 12:00:00 AM,Terminal 5,Departure,International,25706
05/01/2017 12:00:00 AM,Terminal 6,Arrival,Domestic,303383
05/01/2017 12:00:00 AM,Terminal 6,Arrival,International,31006
05/01/2017 12:00:00 AM,Terminal 6,Departure,Domestic,311405
05/01/2017 12:00:00 AM,Terminal 6,Departure,International,70107
05/01/2017 12:00:00 AM,Terminal 7,Arrival,Domestic,287321
05/01/2017 12:00:00 AM,Terminal 7,Arrival,International,62796
05/01/2017 12:00:00 AM,Terminal 7,Departure,Domestic,298138
05/01/2017 12:00:00 AM,Terminal 7,Departure,International,43548
05/01/2017 12:00:00 AM,Terminal 8,Arrival,Domestic,168348
05/01/2017 12:00:00 AM,Terminal 8,Arrival,International,4249
05/01/2017 12:00:00 AM,Terminal 8,Departure,Domestic,160076
05/01/2017 12:00:00 AM,Terminal 8,Departure,International,8781
05/01/2017 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,13531
