ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
04/01/2008 12:00:00 AM,Terminal 6,Arrival,International,1094
04/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,223628
04/01/2008 12:00:00 AM,Terminal 6,Departure,International,3720
04/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,234159
04/01/2008 12:00:00 AM,Terminal 7,Arrival,International,30695
04/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,240507
04/01/2008 12:00:00 AM,Terminal 7,Departure,International,38032
04/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,107309
04/01/2008 12:00:00 AM,Terminal 8,Arrival,International,4791
04/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,104935
04/01/2008 12:00:00 AM,Terminal 8,Departure,International,4765
04/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,329
04/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,409127
04/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,329
04/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,326658
05/01/2008 12:00:00 AM,Misc. Terminal,Arrival,Domestic,119
05/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,76
05/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,433808
05/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,424599
05/01/2008 12:00:00 AM,Terminal 1,Departure,International,336
05/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,103088
05/01/2008 12:00:00 AM,Terminal 2,Arrival,International,142629
05/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,104286
05/01/2008 12:00:00 AM,Terminal 2,Departure,International,161984
05/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,179066
05/01/2008 12:00:00 AM,Terminal 3,Arrival,International,17356
05/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,180030
05/01/2008 12:00:00 AM,Terminal 3,Departure,International,56314
05/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,416048
05/01/2008 12:00:00 AM,Terminal 4,Arrival,International,74953
05/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,410592
05/01/2008 12:00:00 AM,Terminal 4,Departure,International,49066
05/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,184288
05/01/2008 12:00:00 AM,Terminal 5,Arrival,International,24389
05/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,183853
05/01/2008 12:00:00 AM,Terminal 5,Departure,International,34574
05/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,235748
05/01/2008 12:00:00 AM,Terminal 6,Arrival,International,243
05/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,239086
05/01/2008 12:00:00 AM,Terminal 6,Departure,International,4109
05/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,244525
05/01/2008 12:00:00 AM,Terminal 7,Arrival,International,28621
05/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,247250
05/01/2008 12:00:00 AM,Terminal 7,Departure,International,42287
05/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,112646
05/01/2008 12:00:00 AM,Terminal 8,Arrival,International,4454
05/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,108040
05/01/2008 12:00:00 AM,Terminal 8,Departure,International,4914
05/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,322
05/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,411474
05/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,322
05/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,382492
06/01/2008 12:00:00 AM,Imperial Terminal,Arrival,Domestic,292
06/01/2008 12:00:00 AM,Imperial Terminal,Departure,Domestic,292
06/01/2008 12:00:00 AM,Misc. Terminal,Arrival,Domestic,183
06/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,150
06/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,447584
06/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,448342
06/01/2008 12:00:00 AM,Terminal 1,Departure,International,306
06/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,108787
06/01/2008 12:00:00 AM,Terminal 2,Arrival,International,150390
06/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,111461
06/01/2008 12:00:00 AM,Terminal 2,Departure,International,168325
06/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,187681
06/01/2008 12:00:00 AM,Terminal 3,Arrival,International,15454
06/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,193267
06/01/2008 12:00:00 AM,Terminal 3,Departure,International,50783
06/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,417180
06/01/2008 12:00:00 AM,Terminal 4,Arrival,International,75037
06/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,412649
06/01/2008 12:00:00 AM,Terminal 4,Departure,International,50387
06/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,218719
06/01/2008 12:00:00 AM,Terminal 5,Arrival,International,33199
06/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,225567
06/01/2008 12:00:00 AM,Terminal 5,Departure,International,48171
06/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,246211
06/01/2008 12:00:00 AM,Terminal 6,Arrival,International,499
06/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,256078
06/01/2008 12:00:00 AM,Terminal 6,Departure,International,4937
06/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,263479
06/01/2008 12:00:00 AM,Terminal 7,Arrival,International,31827
06/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,273087
06/01/2008 12:00:00 AM,Terminal 7,Departure,International,49133
06/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,111985
06/01/2008 12:00:00 AM,Terminal 8,Arrival,International,4278
06/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,111322
06/01/2008 12:00:00 AM,Terminal 8,Departure,International,4873
06/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,418139
06/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,399819
07/01/2008 12:00:00 AM,Imperial Terminal,Arrival,Domestic,292
07/01/2008 12:00:00 AM,Imperial Terminal,Departure,Domestic,345
07/01/2008 12:00:00 AM,Misc. Terminal,Arrival,Domestic,60
07/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,95
07/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,451580
07/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,451414
07/01/2008 12:00:00 AM,Terminal 1,Departure,International,313
07/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,120143
07/01/2008 12:00:00 AM,Terminal 2,Arrival,International,168448
07/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,120682
07/01/2008 12:00:00 AM,Terminal 2,Departure,International,175833
07/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,203837
07/01/2008 12:00:00 AM,Terminal 3,Arrival,International,17105
07/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,206619
07/01/2008 12:00:00 AM,Terminal 3,Departure,International,52106
07/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,427481
07/01/2008 12:00:00 AM,Terminal 4,Arrival,International,83465
07/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,448681
07/01/2008 12:00:00 AM,Terminal 4,Departure,International,49566
07/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,211556
07/01/2008 12:00:00 AM,Terminal 5,Arrival,International,39625
07/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,211624
07/01/2008 12:00:00 AM,Terminal 5,Departure,International,50295
07/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,276318
07/01/2008 12:00:00 AM,Terminal 6,Arrival,International,793
07/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,278880
07/01/2008 12:00:00 AM,Terminal 6,Departure,International,4914
07/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,279531
07/01/2008 12:00:00 AM,Terminal 7,Arrival,International,30115
07/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,279060
07/01/2008 12:00:00 AM,Terminal 7,Departure,International,47294
07/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,109063
07/01/2008 12:00:00 AM,Terminal 8,Arrival,International,5240
07/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,109648
07/01/2008 12:00:00 AM,Terminal 8,Departure,International,5357
07/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,473007
07/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,401183
08/01/2008 12:00:00 AM,Imperial Terminal,Arrival,Domestic,586
08/01/2008 12:00:00 AM,Imperial Terminal,Departure,Domestic,586
08/01/2008 12:00:00 AM,Misc. Terminal,Departure,International,82
08/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,439991
08/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,455113
08/01/2008 12:00:00 AM,Terminal 1,Departure,International,395
08/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,108212
08/01/2008 12:00:00 AM,Terminal 2,Arrival,International,172603
08/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,110858
08/01/2008 12:00:00 AM,Terminal 2,Departure,International,183341
08/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,198749
08/01/2008 12:00:00 AM,Terminal 3,Arrival,International,19226
08/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,202388
08/01/2008 12:00:00 AM,Terminal 3,Departure,International,53162
08/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,425460
08/01/2008 12:00:00 AM,Terminal 4,Arrival,International,80516
08/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,428699
08/01/2008 12:00:00 AM,Terminal 4,Departure,International,48296
08/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,221661
08/01/2008 12:00:00 AM,Terminal 5,Arrival,International,34062
08/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,204878
08/01/2008 12:00:00 AM,Terminal 5,Departure,International,42209
08/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,281172
08/01/2008 12:00:00 AM,Terminal 6,Arrival,International,525
08/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,288293
08/01/2008 12:00:00 AM,Terminal 6,Departure,International,4572
08/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,267209
08/01/2008 12:00:00 AM,Terminal 7,Arrival,International,29158
08/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,275366
08/01/2008 12:00:00 AM,Terminal 7,Departure,International,47662
08/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,104857
08/01/2008 12:00:00 AM,Terminal 8,Arrival,International,5745
08/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,108843
08/01/2008 12:00:00 AM,Terminal 8,Departure,International,5721
08/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,483348
08/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,381741
09/01/2008 12:00:00 AM,Misc. Terminal,Arrival,Domestic,352
09/01/2008 12:00:00 AM,Misc. Terminal,Arrival,International,3
09/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,360
09/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,366410
09/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,360314
09/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,91946
09/01/2008 12:00:00 AM,Terminal 2,Arrival,International,146495
09/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,90164
09/01/2008 12:00:00 AM,Terminal 2,Departure,International,159584
09/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,106207
09/01/2008 12:00:00 AM,Terminal 3,Arrival,International,14739
09/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,98836
09/01/2008 12:00:00 AM,Terminal 3,Departure,International,40076
09/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,347854
09/01/2008 12:00:00 AM,Terminal 4,Arrival,International,54113
09/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,345080
09/01/2008 12:00:00 AM,Terminal 4,Departure,International,43019
09/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,141771
09/01/2008 12:00:00 AM,Terminal 5,Arrival,International,16926
09/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,142157
09/01/2008 12:00:00 AM,Terminal 5,Departure,International,25441
09/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,235662
09/01/2008 12:00:00 AM,Terminal 6,Arrival,International,189
09/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,236130
09/01/2008 12:00:00 AM,Terminal 6,Departure,International,4516
09/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,219727
09/01/2008 12:00:00 AM,Terminal 7,Arrival,International,18533
09/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,213569
09/01/2008 12:00:00 AM,Terminal 7,Departure,International,31367
09/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,98592
09/01/2008 12:00:00 AM,Terminal 8,Arrival,International,4611
09/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,97485
09/01/2008 12:00:00 AM,Terminal 8,Departure,International,4807
09/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,380953
09/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,327056
10/01/2008 12:00:00 AM,Misc. Terminal,Arrival,Domestic,101
10/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,43
10/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,398712
10/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,398688
10/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,95757
10/01/2008 12:00:00 AM,Terminal 2,Arrival,International,144776
10/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,94651
10/01/2008 12:00:00 AM,Terminal 2,Departure,International,160306
10/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,97968
10/01/2008 12:00:00 AM,Terminal 3,Arrival,International,13630
10/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,90660
10/01/2008 12:00:00 AM,Terminal 3,Departure,International,41820
10/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,360943
10/01/2008 12:00:00 AM,Terminal 4,Arrival,International,30893
10/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,358346
10/01/2008 12:00:00 AM,Terminal 4,Departure,International,45408
10/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,159116
10/01/2008 12:00:00 AM,Terminal 5,Arrival,International,15241
10/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,161437
10/01/2008 12:00:00 AM,Terminal 5,Departure,International,26298
10/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,253986
10/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,252493
10/01/2008 12:00:00 AM,Terminal 6,Departure,International,4611
10/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,235803
10/01/2008 12:00:00 AM,Terminal 7,Arrival,International,20545
10/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,229758
10/01/2008 12:00:00 AM,Terminal 7,Departure,International,33794
10/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,105202
10/01/2008 12:00:00 AM,Terminal 8,Arrival,International,4963
10/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,103606
10/01/2008 12:00:00 AM,Terminal 8,Departure,International,4903
10/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,6301
10/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,381995
10/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,5096
10/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,343448
11/01/2008 12:00:00 AM,Misc. Terminal,Arrival,Domestic,320
11/01/2008 12:00:00 AM,Misc. Terminal,Arrival,International,39
11/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,333
11/01/2008 12:00:00 AM,Misc. Terminal,Departure,International,31
11/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,359066
11/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,361101
11/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,87597
11/01/2008 12:00:00 AM,Terminal 2,Arrival,International,128014
11/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,89389
11/01/2008 12:00:00 AM,Terminal 2,Departure,International,146115
11/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,90494
11/01/2008 12:00:00 AM,Terminal 3,Arrival,International,13239
11/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,86254
11/01/2008 12:00:00 AM,Terminal 3,Departure,International,49672
11/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,335043
11/01/2008 12:00:00 AM,Terminal 4,Arrival,International,45093
11/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,340434
11/01/2008 12:00:00 AM,Terminal 4,Departure,International,48354
11/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,158332
11/01/2008 12:00:00 AM,Terminal 5,Arrival,International,12190
11/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,160763
11/01/2008 12:00:00 AM,Terminal 5,Departure,International,24401
11/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,219532
11/01/2008 12:00:00 AM,Terminal 6,Arrival,International,426
11/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,224958
11/01/2008 12:00:00 AM,Terminal 6,Departure,International,4639
11/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,205783
11/01/2008 12:00:00 AM,Terminal 7,Arrival,International,15503
11/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,201359
11/01/2008 12:00:00 AM,Terminal 7,Departure,International,26085
11/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,92965
11/01/2008 12:00:00 AM,Terminal 8,Arrival,International,3129
11/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,91481
11/01/2008 12:00:00 AM,Terminal 8,Departure,International,2898
11/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,4960
11/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,353237
11/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,4591
11/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,288548
12/01/2008 12:00:00 AM,Misc. Terminal,Arrival,Domestic,642
12/01/2008 12:00:00 AM,Misc. Terminal,Departure,Domestic,89
12/01/2008 12:00:00 AM,Terminal 1,Arrival,Domestic,394635
12/01/2008 12:00:00 AM,Terminal 1,Departure,Domestic,391340
12/01/2008 12:00:00 AM,Terminal 2,Arrival,Domestic,100614
12/01/2008 12:00:00 AM,Terminal 2,Arrival,International,142034
12/01/2008 12:00:00 AM,Terminal 2,Departure,Domestic,101793
12/01/2008 12:00:00 AM,Terminal 2,Departure,International,155630
12/01/2008 12:00:00 AM,Terminal 3,Arrival,Domestic,150150
12/01/2008 12:00:00 AM,Terminal 3,Arrival,International,15045
12/01/2008 12:00:00 AM,Terminal 3,Departure,Domestic,144365
12/01/2008 12:00:00 AM,Terminal 3,Departure,International,52469
12/01/2008 12:00:00 AM,Terminal 4,Arrival,Domestic,335512
12/01/2008 12:00:00 AM,Terminal 4,Arrival,International,34976
12/01/2008 12:00:00 AM,Terminal 4,Departure,Domestic,362857
12/01/2008 12:00:00 AM,Terminal 4,Departure,International,34635
12/01/2008 12:00:00 AM,Terminal 5,Arrival,Domestic,165383
12/01/2008 12:00:00 AM,Terminal 5,Arrival,International,15209
12/01/2008 12:00:00 AM,Terminal 5,Departure,Domestic,174597
12/01/2008 12:00:00 AM,Terminal 5,Departure,International,35486
12/01/2008 12:00:00 AM,Terminal 6,Arrival,Domestic,205460
12/01/2008 12:00:00 AM,Terminal 6,Arrival,International,219
12/01/2008 12:00:00 AM,Terminal 6,Departure,Domestic,201362
12/01/2008 12:00:00 AM,Terminal 6,Departure,International,4755
12/01/2008 12:00:00 AM,Terminal 7,Arrival,Domestic,223868
12/01/2008 12:00:00 AM,Terminal 7,Arrival,International,17956
12/01/2008 12:00:00 AM,Terminal 7,Departure,Domestic,223948
12/01/2008 12:00:00 AM,Terminal 7,Departure,International,32016
12/01/2008 12:00:00 AM,Terminal 8,Arrival,Domestic,98255
12/01/2008 12:00:00 AM,Terminal 8,Arrival,International,4147
12/01/2008 12:00:00 AM,Terminal 8,Departure,Domestic,95569
12/01/2008 12:00:00 AM,Terminal 8,Departure,International,3939
12/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,5051
12/01/2008 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,391091
12/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,5794
12/01/2008 12:00:00 AM,Tom Bradley International Terminal,Departure,International,336697
01/01/2009 12:00:00 AM,Misc. Terminal,Arrival,Domestic,159
01/01/2009 12:00:00 AM,Misc. Terminal,Arrival,International,6
01/01/2009 12:00:00 AM,Misc. Terminal,Departure,Domestic,946
01/01/2009 12:00:00 AM,Terminal 1,Arrival,Domestic,346898
01/01/2009 12:00:00 AM,Terminal 1,Departure,Domestic,345208
01/01/2009 12:00:00 AM,Terminal 2,Arrival,Domestic,86725
01/01/2009 12:00:00 AM,Terminal 2,Arrival,International,139317
01/01/2009 12:00:00 AM,Terminal 2,Departure,Domestic,84116
01/01/2009 12:00:00 AM,Terminal 2,Departure,International,147354
01/01/2009 12:00:00 AM,Terminal 3,Arrival,Domestic,127674
01/01/2009 12:00:00 AM,Terminal 3,Arrival,International,15169
01/01/2009 12:00:00 AM,Terminal 3,Departure,Domestic,126771
01/01/2009 12:00:00 AM,Terminal 3,Departure,International,46668
01/01/2009 12:00:00 AM,Terminal 4,Arrival,Domestic,341683
01/01/2009 12:00:00 AM,Terminal 4,Arrival,International,33540
01/01/2009 12:00:00 AM,Terminal 4,Departure,Domestic,334931
01/01/2009 12:00:00 AM,Terminal 4,Departure,International,38005
01/01/2009 12:00:00 AM,Terminal 5,Arrival,Domestic,150929
01/01/2009 12:00:00 AM,Terminal 5,Arrival,International,13024
01/01/2009 12:00:00 AM,Terminal 5,Departure,Domestic,148103
01/01/2009 12:00:00 AM,Terminal 5,Departure,International,25624
01/01/2009 12:00:00 AM,Terminal 6,Arrival,Domestic,169184
01/01/2009 12:00:00 AM,Terminal 6,Departure,Domestic,164247
01/01/2009 12:00:00 AM,Terminal 6,Departure,International,4642
01/01/2009 12:00:00 AM,Terminal 7,Arrival,Domestic,201931
01/01/2009 12:00:00 AM,Terminal 7,Arrival,International,20459
01/01/2009 12:00:00 AM,Terminal 7,Departure,Domestic,192402
01/01/2009 12:00:00 AM,Terminal 7,Departure,International,29241
01/01/2009 12:00:00 AM,Terminal 8,Arrival,Domestic,92232
01/01/2009 12:00:00 AM,Terminal 8,Arrival,International,4066
01/01/2009 12:00:00 AM,Terminal 8,Departure,Domestic,91091
01/01/2009 12:00:00 AM,Terminal 8,Departure,International,3833
01/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,5102
01/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,417811
01/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,4051
01/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,International,315247
02/01/2009 12:00:00 AM,Misc. Terminal,Arrival,Domestic,24
02/01/2009 12:00:00 AM,Misc. Terminal,Departure,Domestic,218
02/01/2009 12:00:00 AM,Terminal 1,Arrival,Domestic,312085
02/01/2009 12:00:00 AM,Terminal 1,Departure,Domestic,309153
02/01/2009 12:00:00 AM,Terminal 2,Arrival,Domestic,76069
02/01/2009 12:00:00 AM,Terminal 2,Arrival,International,117971
02/01/2009 12:00:00 AM,Terminal 2,Departure,Domestic,73613
02/01/2009 12:00:00 AM,Terminal 2,Departure,International,127961
02/01/2009 12:00:00 AM,Terminal 3,Arrival,Domestic,128747
02/01/2009 12:00:00 AM,Terminal 3,Arrival,International,14235
02/01/2009 12:00:00 AM,Terminal 3,Departure,Domestic,126670
02/01/2009 12:00:00 AM,Terminal 3,Departure,International,45546
02/01/2009 12:00:00 AM,Terminal 4,Arrival,Domestic,311103
02/01/2009 12:00:00 AM,Terminal 4,Arrival,International,29006
02/01/2009 12:00:00 AM,Terminal 4,Departure,Domestic,310063
02/01/2009 12:00:00 AM,Terminal 4,Departure,International,32632
02/01/2009 12:00:00 AM,Terminal 5,Arrival,Domestic,130776
02/01/2009 12:00:00 AM,Terminal 5,Arrival,International,6938
02/01/2009 12:00:00 AM,Terminal 5,Departure,Domestic,132956
02/01/2009 12:00:00 AM,Terminal 5,Departure,International,20743
02/01/2009 12:00:00 AM,Terminal 6,Arrival,Domestic,148483
02/01/2009 12:00:00 AM,Terminal 6,Arrival,International,368
02/01/2009 12:00:00 AM,Terminal 6,Departure,Domestic,148828
02/01/2009 12:00:00 AM,Terminal 6,Departure,International,4183
02/01/2009 12:00:00 AM,Terminal 7,Arrival,Domestic,188975
02/01/2009 12:00:00 AM,Terminal 7,Arrival,International,13032
02/01/2009 12:00:00 AM,Terminal 7,Departure,Domestic,190211
02/01/2009 12:00:00 AM,Terminal 7,Departure,International,23493
02/01/2009 12:00:00 AM,Terminal 8,Arrival,Domestic,84352
02/01/2009 12:00:00 AM,Terminal 8,Arrival,International,4087
02/01/2009 12:00:00 AM,Terminal 8,Departure,Domestic,81957
02/01/2009 12:00:00 AM,Terminal 8,Departure,International,3794
02/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,Domestic,4034
02/01/2009 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,323443
02/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,Domestic,3284
02/01/2009 12:00:00 AM,Tom Bradley International Terminal,Departure,International,262667
03/01/2009 12:00:00 AM,Misc. Terminal,Arrival,Domestic,347
03/01/2009 12:00:00 AM,Misc. Terminal,Arrival,International,190
03/01/2009 12:00:00 AM,Misc. Terminal,Departure,Domestic,350
03/01/2009 12:00:00 AM,Misc. Terminal,Departure,International,259
03/01/2009 12:00:00 AM,Terminal 1,Arrival,Domestic,382397
03/01/2009 12:00:00 AM,Terminal 1,Departure,Domestic,387933
03/01/2009 12:00:00 AM,Terminal 2,Arrival,Domestic,87825
03/01/2009 12:00:00 AM,Terminal 2,Arrival,International,134164
03/01/2009 12:00:00 AM,Terminal 2,Departure,Domestic,89400
03/01/2009 12:00:00 AM,Terminal 2,Departure,International,144551
03/01/2009 12:00:00 AM,Terminal 3,Arrival,Domestic,159598
03/01/2009 12:00:00 AM,Terminal 3,Arrival,International,14609
03/01/2009 12:00:00 AM,Terminal 3,Departure,Domestic,157899
03/01/2009 12:00:00 AM,Terminal 3,Departure,International,55441
03/01/2009 12:00:00 AM,Terminal 4,Arrival,Domestic,364565
03/01/2009 12:00:00 AM,Terminal 4,Arrival,International,36102
03/01/2009 12:00:00 AM,Terminal 4,Departure,Domestic,373300
03/01/2009 12:00:00 AM,Terminal 4,Departure,International,36185
03/01/2009 12:00:00 AM,Terminal 5,Arrival,Domestic,163453
03/01/2009 12:00:00 AM,Terminal 5,Arrival,International,7868
03/01/2009 12:00:00 AM,Terminal 5,Departure,Domestic,168288
03/01/2009 12:00:00 AM,Terminal 5,Departure,International,25452
03/01/2009 12:00:00 AM,Terminal 6,Arrival,Domestic,175185
03/01/2009 12:00:00 AM,Terminal 6,Arrival,International,441
